,Text,Language
7605,non ne vale la pena.,Italian
6810,nede i beskrivelsesboksen for det og nu er det hemmelige tip det hemmelige tip til at lyde flydende er at bruge ikke mere end et smart ord eller en sætning som jeg nogle gange kender.,Danish
5292,te doy ese consejo secreto para que suene muy fluido.,Spanish
3933,maintenant nous utilisons souvent le mot génial ici ' c'est un autre mot que vous pouvez utiliser à la place de génial stupéfiant par exemple aujourd'hui j'ai obtenu un score incroyable à mon test ce qui signifie que j'ai obtenu un score très élevé ou j'ai obtenu une partition presque parfaite le mot prodigieux a des racines latines classiques du mot qui signifie.,French
3487,ce programme a été arrêté du fait de la faible audience de wikipedia pour les pays concernés et de l'inadéquation aux nouveaux types d'appareils téléphoniques.,French
1832,എനിക്ക് അറിയില്ലെന്ന് ഞാൻ ഭയപ്പെടുന്നു.,Malayalam
8545,gällande högsta examen som wikipediaförfattarna hade uppnått hade  doktorerat  hade högst uppnått masters/magisterexamen  högst kandidatexamen  endast gymnasieexamen och  endast grundskoleexamen.,Sweedish
3592,les règles d'édition peuvent par exemple varier d'une version linguistique à l'autre.,French
9436,لا تذكرها.,Arabic
3782,cette plate-forme permet de guider les étudiants dans leurs travaux et leurs contributions sur des pages wikipédia selon des sujets choisis.,French
8514,"med tryckta publikationer måste utgivaren se till att den information denne publicerar är sanningsenlig då deras levebröd hänger på det.""",Sweedish
8873,jag skulle hellre att du inte gjorde det.,Sweedish
5438,intento copiar mi pronunciación exactamente incluyendo el tono de voz que uso.,Spanish
834,negative results show that certain classes cannot be learned in polynomial time.,English
2486,உங்கள் மகளின் பெயரும் அழகும் உலகம் முழுவதும் அறியப்பட்ட நல்ல அதிர்ஷ்டத்தின் தேவதையாக நான் இருக்கிறேன் நான் உங்களுக்கு ஒரு பரிசைக் கொண்டு வந்தேன் ஆனால் அவருடன் நீங்கள் செல்ல முடியாது என்று உங்களுக்குத் தெரியாது.,Tamil
9372,هذا سؤال جيد.,Arabic
4742,geen zorgen.,Dutch
4871,​​ la palabra wikipedia nombre propio acuñado por larry sanger a principios de  es la contracción de wiki una tecnología para crear sitios web colaborativos procedente a su vez de wikiwiki 'rápido' en hawaiano​ y encyclopedia 'enciclopedia' en inglés.,Spanish
8520,i en magisteruppsats har det visat sig att över  procent av de gymnasieelever som ingick i undersökningsgruppen ser förekomsten av källor som det främsta kriteriet i bedömningen av en artikels tillförlitlighet.,Sweedish
4656,slaat me.,Dutch
4816,sin embargo también incluye editoriales y noticias científicas de carácter general así como artículos sobre política científica en diferentes países críticas de libros técnicos y de divulgación y artículos sobre la historia y el futuro de algunas disciplinas científicas.,Spanish
9406,لست متأكدا حيال ذلك.,Arabic
65,the atmosphere also retains heat during the night thereby reducing the daily temperature extremes.,English
4215,avec sa fille unique narcisa marion était extrêmement humble et douce narcisa cependant était complètement le contraire vous voyez elle était belle au-delà des mots elle était comme une vie.,French
9215,لدرجة أنهم نسوا ما يجب عليهم فعله الآن.,Arabic
2024,मुझे लगता है कि यह एक अच्छा विचार है। मैं ईमानदारी से नहीं लगता कि यह काम करने जा रहा है। जहाँ तक मेरा सवाल है यह शहर का सबसे अच्छा रेस्तरां है। एक सवाल से बचना। मैं इस मामले पर एक राय नहीं है। मुझे उस पर वापस आने दो। मैं कहने के लिए स्वतंत्रता पर नहीं हूँ। सहमत और असहमति जताई। मैं और अधिक सहमत नहीं हो सकता। आप बिल्कुल सही कह रहे है। मैं आपसे  सहमत हूँ। तुमने सिर पर कील ठोक दी है। मुझे यकीन नहीं है मैं सहमत हूँ मुझे डर है कि मैं असहमत हूं। मुझे लगता है कि आप गलत हैं। विनम्रता से व्यवधान डालना। आपको बाधित करने के लिए खेद है। क्या मैं आपको एक पल के लिए वहाँ रोक सकता हूँ,Hindi
5526,estaría encantado de ayudar.,Spanish
354,on a later episode he commented on the edits to the article most of them offensive which had been made by the audience and had prompted the article to be locked from editing.,English
7364,lo studio dell'apprendimento simbolico e knowledge-based continuò nell'ambito dell'ia portando a sviluppare la programmazione logica induttiva ma ora la ricerca più prettamente statistica si svolgeva al di fuori del campo vero e proprio dell'intelligenza artificiale nel riconoscimento di pattern e nell'information retrieval.,Italian
4354,door subtiele wijzigingen beperkte weglatingen of wijziging van de opmaak kan een heel andere wending aan een artikel worden gegeven.,Dutch
8756,det är inte värt det jag personligen älskar frasen du rockar vilket betyder att du är fantastisk.,Sweedish
1808,എന്തുണ്ട് വിശേഷം,Malayalam
7836,vikipedi maddeleri tamamen objektif ve doğru bir şekilde sunmaya ve her türlü bakış açısını yansıtmaya çalışır.,Turkish
3819,à la suite de l'accord de paris sur le climat en  la fondation wikimedia a décidé de lancer une initiative durabilité sustainability initiative pour réduire les impacts environnementaux de ses activités.,French
9682,ohne dich wäre es besser.,German
8396,till skillnad från nätcommunities som har sina servrar i sverige är wikipedia egentligen inte skyldig att följa lagen om elektronisk kommunikation men dess amerikanska motsvarigheter.,Sweedish
4412,"een belangrijk neveneffect van dergelijke ""kloonwebsites"" en andere sites die zich primair op wikipedia baseren is dat ze ervoor zorgen dat informatie op het internet steeds eenzijdiger wordt.",Dutch
9883,hatte so kleine augen fast wie die eines vogels und der andere hatte eine riesige nase ich würde nicht in seiner nähe sein wollen.,German
472," the article stated that ""beginning monday [from the date of the article june  ] changes in wikipedia's terms of use will require anyone paid to edit articles to disclose that arrangement.",English
8824,åsikter.,Sweedish
4993,​ en cuanto a la comunidad los usuarios no ceden demasiada información y es la propia comunidad quien decide salvar fácilmente de cualquier amenaza.,Spanish
5652,οι ακόλουθοι είναι μερικοί από αυτούς τους κανόνες .,Greek
6383,это лучшее видео для начала так что давайте рассмотрим  фраз на английском за  минут.,Russian
9141, يمكن للمحررين في إحدى موسوعات ويكيبيديا أن يترجموا المقالات من لغة إلى لغة أخرى، وهذا يلقى تشجيعاً في مجتمع ويكيبيديا انظرويكيبيدياترجمة مقالات للعربية.,Arabic
